msoa_code,msoa_name,nte_businesses_2017,pub_workplaces_2017,licensed_food_2017,clubs_2017,cim_nightlife_poi_count,cim_grassroots_music_count,cim_nightclub_count,cim_cultural_poi_count,cim_lgbt_venue_count,activity_index,support_index
E02000380,Hammersmith and Fulham 009,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000411,Haringey 015,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000410,Haringey 014,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000409,Haringey 013,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000407,Haringey 011,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000406,Haringey 010,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000404,Haringey 008,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000402,Haringey 006,,0.0,175.0,10.0,,,,1.0,,0.0,0.05668016194331984
E02000641,Lambeth 024,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000398,Haringey 002,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000396,Hammersmith and Fulham 025,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000427,Haringey 031,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000425,Haringey 029,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000424,Haringey 028,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000423,Haringey 027,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000422,Haringey 026,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000421,Haringey 025,,0.0,175.0,10.0,1.0,1.0,,,,0.0,0.02834008097165992
E02000420,Haringey 024,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000401,Haringey 005,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000348,Hackney 004,,0.0,285.0,15.0,1.0,1.0,1.0,,,0.0,0.0644961763382816
E02000347,Hackney 003,,0.0,285.0,15.0,,,,,,0.0,0.1289923526765632
E02000379,Hammersmith and Fulham 008,,0.0,270.0,15.0,,,,1.0,,0.0,0.12291947818263607
E02000374,Hammersmith and Fulham 003,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000373,Hammersmith and Fulham 002,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000372,Hammersmith and Fulham 001,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000368,Hackney 024,,0.0,285.0,15.0,,,,,,0.0,0.1289923526765632
E02000241,Ealing 004,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000240,Ealing 003,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000385,Hammersmith and Fulham 014,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000270,Ealing 033,,0.0,190.0,20.0,,,,1.0,,0.0,0.11830859199280251
E02000266,Ealing 029,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000263,Ealing 026,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000261,Ealing 024,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000259,Ealing 022,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000394,Hammersmith and Fulham 023,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000393,Hammersmith and Fulham 022,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000387,Hammersmith and Fulham 016,,0.0,270.0,15.0,,,,,,0.0,0.12291947818263607
E02000386,Hammersmith and Fulham 015,,0.0,270.0,15.0,,,,,1.0,0.0,0.08194631878842405
E02000271,Ealing 034,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000456,Harrow 024,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000454,Harrow 022,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000453,Harrow 021,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000452,Harrow 020,,0.0,150.0,10.0,1.0,1.0,,,,0.0,0.02327935222672065
E02000451,Harrow 019,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000449,Harrow 017,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000225,Croydon 032,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000224,Croydon 031,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000418,Haringey 022,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000254,Ealing 017,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000253,Ealing 016,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000251,Ealing 014,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000250,Ealing 013,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000248,Ealing 011,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000247,Ealing 010,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000246,Ealing 009,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000245,Ealing 008,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000244,Ealing 007,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000223,Croydon 030,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000416,Haringey 020,,0.0,175.0,10.0,1.0,,1.0,,,0.0,0.037786774628879895
E02000415,Haringey 019,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000414,Haringey 018,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000413,Haringey 017,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000444,Harrow 012,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000442,Harrow 010,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000441,Harrow 009,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000440,Harrow 008,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000439,Harrow 007,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000457,Harrow 025,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000436,Harrow 004,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000435,Harrow 003,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000433,Harrow 001,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000432,Haringey 036,,0.0,175.0,10.0,1.0,1.0,,1.0,,0.0,0.02834008097165992
E02000429,Haringey 033,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02000463,Harrow 031,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000462,Harrow 030,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000460,Harrow 028,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000459,Harrow 027,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000438,Harrow 006,,0.0,150.0,10.0,1.0,,,,,0.0,0.0310391363022942
E02000035,Barnet 012,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000034,Barnet 011,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000033,Barnet 010,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000031,Barnet 008,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000304,Enfield 028,,0.0,150.0,15.0,,,,1.0,,0.0,0.07433648223121908
E02000303,Enfield 027,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000302,Enfield 026,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000301,Enfield 025,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000351,Hackney 007,,0.0,285.0,15.0,,,,,,0.0,0.1289923526765632
E02000299,Enfield 023,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000295,Enfield 019,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000294,Enfield 018,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000292,Enfield 016,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000291,Enfield 015,,0.0,150.0,15.0,,,,1.0,,0.0,0.07433648223121908
E02000290,Enfield 014,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000324,Greenwich 012,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000321,Greenwich 009,,0.0,145.0,15.0,1.0,,,,,0.0,0.04820812715549557
E02000320,Greenwich 008,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000300,Enfield 024,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02006796,Hillingdon 033,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02006795,Harrow 032,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02006794,Haringey 037,,0.0,175.0,10.0,,,,,,0.0,0.05668016194331984
E02006793,Enfield 037,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02006788,Croydon 045,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02006787,Bromley 041,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02006786,Greenwich 033,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02006785,Bexley 029,,0.0,110.0,20.0,,,,,,0.0,0.08591992802519118
E02006784,Lewisham 038,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000036,Barnet 013,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000004,Barking and Dagenham 003,,0.0,35.0,10.0,,,,,,0.0,0.0
E02000044,Barnet 021,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000043,Barnet 020,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000041,Barnet 018,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000040,Barnet 017,,0.0,270.0,10.0,1.0,,,,,0.0,0.06342780026990553
E02000952,Wandsworth 030,,0.0,275.0,20.0,,,,,,0.0,0.15272154745838956
E02000951,Wandsworth 029,,0.0,275.0,20.0,,,,,,0.0,0.15272154745838956
E02006783,Lewisham 037,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02006782,Bromley 040,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000045,Barnet 022,,0.0,270.0,10.0,,,,,,0.0,0.0951417004048583
E02000255,Ealing 018,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000289,Enfield 013,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000288,Enfield 012,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000287,Enfield 011,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000286,Enfield 010,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000285,Enfield 009,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000283,Enfield 007,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000282,Enfield 006,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000319,Greenwich 007,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000279,Enfield 003,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000278,Enfield 002,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000277,Enfield 001,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000328,Greenwich 016,,0.0,145.0,15.0,1.0,1.0,,,,0.0,0.03615609536662168
E02000327,Greenwich 015,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000326,Greenwich 014,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000357,Hackney 013,,0.0,285.0,15.0,,,,,,0.0,0.1289923526765632
E02000355,Hackney 011,,0.0,285.0,15.0,,,,,,0.0,0.1289923526765632
E02000352,Hackney 008,,0.0,285.0,15.0,1.0,,,1.0,,0.0,0.08599490178437547
E02000281,Enfield 005,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000318,Greenwich 006,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000317,Greenwich 005,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000315,Greenwich 003,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000314,Greenwich 002,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000313,Greenwich 001,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000311,Enfield 035,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000308,Enfield 032,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000307,Enfield 031,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000306,Enfield 030,,0.0,150.0,15.0,,,,,,0.0,0.07433648223121908
E02000258,Ealing 021,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000342,Greenwich 030,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000341,Greenwich 029,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000339,Greenwich 027,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000337,Greenwich 025,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000335,Greenwich 023,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000334,Greenwich 022,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000333,Greenwich 021,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000332,Greenwich 020,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000329,Greenwich 017,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000344,Greenwich 032,,0.0,145.0,15.0,,,,,,0.0,0.07231219073324335
E02000591,Kensington and Chelsea 015,,0.0,400.0,20.0,,,,,,0.0,0.20332883490778228
E02000182,Camden 017,,0.0,600.0,20.0,,,,,,0.0,0.28430049482681063
E02000181,Camden 016,,0.0,600.0,20.0,,,,,,0.0,0.28430049482681063
E02000176,Camden 011,,0.0,600.0,20.0,,,,1.0,,0.0,0.28430049482681063
E02000581,Kensington and Chelsea 005,,0.0,400.0,20.0,,,,,,0.0,0.20332883490778228
E02000579,Kensington and Chelsea 003,,0.0,400.0,20.0,,,,,,0.0,0.20332883490778228
E02000610,Kingston upon Thames 013,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000605,Kingston upon Thames 008,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000243,Ealing 006,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000603,Kingston upon Thames 006,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000599,Kingston upon Thames 002,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000598,Kingston upon Thames 001,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000626,Lambeth 009,,0.0,295.0,15.0,,,,1.0,,0.0,0.13304093567251463
E02000624,Lambeth 007,,0.0,295.0,15.0,,,,1.0,,0.0,0.13304093567251463
E02000617,Kingston upon Thames 020,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000616,Kingston upon Thames 019,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000614,Kingston upon Thames 017,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000139,Bromley 013,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000604,Kingston upon Thames 007,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000554,Islington 001,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000553,Hounslow 028,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000552,Hounslow 027,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000551,Hounslow 026,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000550,Hounslow 025,,0.0,150.0,20.0,,,,1.0,,0.0,0.10211426000899684
E02000549,Hounslow 024,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000548,Hounslow 023,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000578,Kensington and Chelsea 002,,0.0,400.0,20.0,,,,,,0.0,0.20332883490778228
E02000171,Camden 006,,0.0,600.0,20.0,,,,,,0.0,0.28430049482681063
E02000563,Islington 010,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000203,Croydon 010,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000202,Croydon 009,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000200,Croydon 007,,0.0,205.0,25.0,1.0,1.0,,,,0.0,0.07607962213225371
E02000199,Croydon 006,,0.0,205.0,25.0,,,,1.0,,0.0,0.15215924426450742
E02000198,Croydon 005,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000197,Croydon 004,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000196,Croydon 003,,0.0,205.0,25.0,,,,1.0,,0.0,0.15215924426450742
E02000195,Croydon 002,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000564,Islington 011,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000204,Croydon 011,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000650,Lambeth 033,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000648,Lambeth 031,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000644,Lambeth 027,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000677,Lewisham 025,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000676,Lewisham 024,,0.0,130.0,15.0,1.0,1.0,,,,0.0,0.03311965811965812
E02000674,Lewisham 022,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000670,Lewisham 018,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000669,Lewisham 017,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000138,Bromley 012,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000667,Lewisham 015,,0.0,130.0,15.0,1.0,,1.0,,,0.0,0.04415954415954416
E02000666,Lewisham 014,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000665,Lewisham 013,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000122,Brent 030,,0.0,190.0,15.0,,,,,,0.0,0.09053081421502474
E02000121,Brent 029,,0.0,190.0,15.0,,,,,,0.0,0.09053081421502474
E02000153,Bromley 027,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000152,Bromley 026,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000151,Bromley 025,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000150,Bromley 024,,0.0,200.0,20.0,1.0,,1.0,,,0.0,0.08157144999250263
E02000668,Lewisham 016,,0.0,130.0,15.0,1.0,,,,,0.0,0.04415954415954416
E02000137,Bromley 011,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000169,Camden 004,,0.0,600.0,20.0,,,,1.0,,0.0,0.28430049482681063
E02000165,Bromley 039,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000161,Bromley 035,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000160,Bromley 034,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000158,Bromley 032,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000157,Bromley 031,,0.0,200.0,20.0,,,,,,0.0,0.12235717498875394
E02000613,Kingston upon Thames 016,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000612,Kingston upon Thames 015,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000652,Lambeth 035,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000643,Lambeth 026,,0.0,295.0,15.0,1.0,,1.0,1.0,,0.0,0.08869395711500976
E02000002,Barking and Dagenham 001,,0.0,35.0,10.0,,,,,,0.0,0.0
E02000640,Lambeth 023,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000639,Lambeth 022,,0.0,295.0,15.0,,,,,,0.0,0.13304093567251463
E02000637,Lambeth 020,,0.0,295.0,15.0,1.0,,1.0,,,0.0,0.08869395711500976
E02000632,Lambeth 015,,0.0,295.0,15.0,1.0,1.0,,,,0.0,0.06652046783625731
E02000659,Lewisham 007,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000655,Lewisham 003,,0.0,130.0,15.0,1.0,,1.0,,,0.0,0.04415954415954416
E02000653,Lewisham 001,,0.0,130.0,15.0,,,,,,0.0,0.06623931623931624
E02000611,Kingston upon Thames 014,,0.0,120.0,10.0,,,,,,0.0,0.03441295546558704
E02000489,Havering 026,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000488,Havering 025,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000486,Havering 023,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000484,Havering 021,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000482,Havering 019,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000481,Havering 018,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000480,Havering 017,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000512,Hillingdon 019,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000555,Islington 002,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000507,Hillingdon 014,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000506,Hillingdon 013,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000503,Hillingdon 010,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000501,Hillingdon 008,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000499,Hillingdon 006,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000208,Croydon 015,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000207,Croydon 014,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000206,Croydon 013,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000237,Croydon 044,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000510,Hillingdon 017,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000242,Ealing 005,,0.0,190.0,20.0,,,,,,0.0,0.11830859199280251
E02000447,Harrow 015,,0.0,150.0,10.0,,,,1.0,,0.0,0.0465587044534413
E02000445,Harrow 013,,0.0,150.0,10.0,,,,,,0.0,0.0465587044534413
E02000478,Havering 015,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000477,Havering 014,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000474,Havering 011,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000473,Havering 010,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000472,Havering 009,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000471,Havering 008,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000490,Havering 027,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000469,Havering 006,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000468,Havering 005,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000467,Havering 004,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000466,Havering 003,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000465,Havering 002,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000464,Havering 001,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000494,Hillingdon 001,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000492,Havering 029,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000491,Havering 028,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000470,Havering 007,,0.0,130.0,20.0,,,,,,0.0,0.09401709401709402
E02000544,Hounslow 019,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000542,Hounslow 017,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000541,Hounslow 016,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000538,Hounslow 013,,0.0,150.0,20.0,,,,1.0,,0.0,0.10211426000899684
E02000537,Hounslow 012,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000536,Hounslow 011,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000535,Hounslow 010,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000534,Hounslow 009,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000221,Croydon 028,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000236,Croydon 043,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000216,Croydon 023,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000214,Croydon 021,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000212,Croydon 019,,0.0,205.0,25.0,1.0,,1.0,,,0.0,0.10143949617633828
E02000211,Croydon 018,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000210,Croydon 017,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000209,Croydon 016,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000562,Islington 009,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000561,Islington 008,,0.0,370.0,10.0,1.0,1.0,,,,0.0,0.06781376518218624
E02000558,Islington 005,,0.0,370.0,10.0,,,,,,0.0,0.13562753036437247
E02000218,Croydon 025,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000235,Croydon 042,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000233,Croydon 040,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000232,Croydon 039,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000231,Croydon 038,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000229,Croydon 036,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000228,Croydon 035,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000227,Croydon 034,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000226,Croydon 033,,0.0,205.0,25.0,,,,,,0.0,0.15215924426450742
E02000498,Hillingdon 005,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000546,Hounslow 021,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000530,Hounslow 005,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000529,Hounslow 004,,0.0,150.0,20.0,,,,,,0.0,0.10211426000899684
E02000522,Hillingdon 029,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000521,Hillingdon 028,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000519,Hillingdon 026,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000518,Hillingdon 025,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000517,Hillingdon 024,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000516,Hillingdon 023,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000513,Hillingdon 020,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
E02000497,Hillingdon 004,,0.0,165.0,20.0,,,,,,0.0,0.10818713450292397
